tau_c,rep,w,method,AUC,BSS,n,events
80.0,3,5,rolling_ou,0.7607569355439557,-0.0190232756114598,3382,1023
80.0,3,10,oracle_pde,0.8934046394561375,0.5603367206557855,3382,1023
80.0,3,10,latent_flex,0.8898577731256969,0.5612434286559473,3382,1023
80.0,3,10,rolling_flex,0.8611660506941451,0.4941409543562003,3382,1023
80.0,3,10,rolling_ou,0.7445108415721988,-0.0637930892045361,3382,1023
80.0,3,20,oracle_pde,0.8934046394561375,0.5599097100945845,3382,1023
80.0,3,20,latent_flex,0.8897313879126838,0.5607505646682613,3382,1023
80.0,3,20,rolling_flex,0.8357605509898034,0.4259141802602814,3382,1023
80.0,3,20,rolling_ou,0.7236489938701101,-0.0755355157363728,3382,1023
80.0,3,40,oracle_pde,0.8934046394561375,0.5590533005983302,3382,1023
80.0,3,40,latent_flex,0.889580140034816,0.560411761768835,3382,1023
80.0,3,40,rolling_flex,0.8116383791697278,0.3683716994078181,3382,1023
80.0,3,40,rolling_ou,0.714696777011317,-0.0912499425672965,3382,1023
80.0,3,80,oracle_pde,0.8934046394561375,0.557330977710382,3382,1023
80.0,3,80,latent_flex,0.8894222621129868,0.5586127363808593,3382,1023
80.0,3,80,rolling_flex,0.7171103202021168,0.1490754108607856,3382,1023
80.0,3,80,rolling_ou,0.7127056919341785,-0.117524188171433,3382,1023
80.0,4,1,oracle_pde,0.8911334140033691,0.6013326919405738,3175,945
80.0,4,1,latent_flex,0.8799338031176598,0.5668398975086439,3175,945
80.0,4,1,rolling_flex,0.8799338031176598,0.5668398975086439,3175,945
80.0,4,1,rolling_ou,0.8865352219612308,0.391454418909528,3175,945
80.0,4,5,oracle_pde,0.8911334140033691,0.6015536538150459,3175,945
80.0,4,5,latent_flex,0.8798436424893824,0.5665369056571827,3175,945
80.0,4,5,rolling_flex,0.8715315443566563,0.5392935602414837,3175,945
80.0,4,5,rolling_ou,0.8856549695114718,0.1425248864644513,3175,945
80.0,4,10,oracle_pde,0.8911334140033691,0.6018301072577961,3175,945
80.0,4,10,latent_flex,0.8797430422094099,0.5666591054742067,3175,945
80.0,4,10,rolling_flex,0.8539941158326809,0.5033696422168936,3175,945
80.0,4,10,rolling_ou,0.8769008470353763,0.1025778658963196,3175,945
80.0,4,20,oracle_pde,0.8911334140033691,0.602383850453807,3175,945
80.0,4,20,latent_flex,0.8797354497354498,0.5666706569075246,3175,945
80.0,4,20,rolling_flex,0.8319256412081525,0.4645384869331181,3175,945
80.0,4,20,rolling_ou,0.8597176548746056,0.0860682525930672,3175,945
80.0,4,40,oracle_pde,0.8911334140033691,0.6034946769301848,3175,945
80.0,4,40,latent_flex,0.8807208104965952,0.5694292757107262,3175,945
80.0,4,40,rolling_flex,0.7985132986926708,0.4173357827060283,3175,945
80.0,4,40,rolling_ou,0.8300137613590528,0.080826629329002,3175,945
80.0,4,80,oracle_pde,0.8911334140033691,0.6057296476352108,3175,945
80.0,4,80,latent_flex,0.879107884309678,0.5703235940590493,3175,945
80.0,4,80,rolling_flex,0.7477077846584572,0.3216635656769363,3175,945
80.0,4,80,rolling_ou,0.7868996607113199,0.1155495099125973,3175,945
80.0,5,1,oracle_pde,0.9326031662252042,0.6281588133360587,3398,1054
80.0,5,1,latent_flex,0.9299578316959284,0.6259870754125416,3398,1054
80.0,5,1,rolling_flex,0.9299578316959284,0.6259870754125416,3398,1054
80.0,5,1,rolling_ou,0.8892157132587704,0.2604685284800786,3398,1054
80.0,5,5,oracle_pde,0.9326031662252042,0.6282974871818283,3398,1054
80.0,5,5,latent_flex,0.930367452772147,0.626958244198393,3398,1054
80.0,5,5,rolling_flex,0.9266921964756396,0.6154978760199395,3398,1054
80.0,5,5,rolling_ou,0.8872857989391948,0.0128423658452312,3398,1054
80.0,5,10,oracle_pde,0.9326031662252042,0.6284711102802167,3398,1054
80.0,5,10,latent_flex,0.9298177833833084,0.6262952263077951,3398,1054
80.0,5,10,rolling_flex,0.9231074049128624,0.6070153216639347,3398,1054
80.0,5,10,rolling_ou,0.8818765340552164,-0.0198986328323085,3398,1054
80.0,5,20,oracle_pde,0.9326031662252042,0.6288192932953623,3398,1054
80.0,5,20,latent_flex,0.9300841180356322,0.6260544901853113,3398,1054
80.0,5,20,rolling_flex,0.9158060711348284,0.5904403560006424,3398,1054
80.0,5,20,rolling_ou,0.864437281022725,-0.0242331452708013,3398,1054
80.0,5,40,oracle_pde,0.9326031662252042,0.6295194127915724,3398,1054
80.0,5,40,latent_flex,0.9299487245079692,0.6270889382283671,3398,1054
80.0,5,40,rolling_flex,0.8952736123074134,0.5238854657162642,3398,1054
80.0,5,40,rolling_ou,0.8252375154619814,-0.0055518566950298,3398,1054
80.0,5,80,oracle_pde,0.9326031662252042,0.6309347143359744,3398,1054
80.0,5,80,latent_flex,0.9298119143066232,0.6283153476193015,3398,1054
80.0,5,80,rolling_flex,0.8493796588325963,0.3540695611550128,3398,1054
80.0,5,80,rolling_ou,0.777297682807572,0.0309919746748367,3398,1054
inf,0,1,oracle_pde,0.9089443920829404,0.5873974930282728,3161,1061
inf,0,1,latent_flex,0.908129347874871,0.5715063891883463,3161,1061
inf,0,1,rolling_flex,0.908129347874871,0.5715063891883463,3161,1061
inf,0,1,rolling_ou,0.9089443920829404,0.2536417516147277,3161,1061
inf,0,5,oracle_pde,0.9089443920829404,0.5874927878515783,3161,1061
inf,0,5,latent_flex,0.908115434675284,0.5713354074250092,3161,1061
inf,0,5,rolling_flex,0.9006662627350658,0.5525553678324105,3161,1061
inf,0,5,rolling_ou,0.9033140343790672,-0.0945305032389727,3161,1061
inf,0,10,oracle_pde,0.9089443920829404,0.5876122068615721,3161,1061
inf,0,10,latent_flex,0.908129123468426,0.5716682098810184,3161,1061
inf,0,10,rolling_flex,0.8948868991517436,0.5396986802440848,3161,1061
inf,0,10,rolling_ou,0.8963462142632737,-0.2380555905723911,3161,1061
inf,0,20,oracle_pde,0.9089443920829404,0.5878520485613903,3161,1061
inf,0,20,latent_flex,0.9080249988779678,0.5723849244742728,3161,1061
inf,0,20,rolling_flex,0.877458372604461,0.4911786841109884,3161,1061
inf,0,20,rolling_ou,0.8803787980790809,-0.2043284524558584,3161,1061
inf,0,40,oracle_pde,0.9089443920829404,0.5883357619822495,3161,1061
inf,0,40,latent_flex,0.9079554328800324,0.5727367854414234,3161,1061
inf,0,40,rolling_flex,0.8579671020151699,0.3853419868684077,3161,1061
inf,0,40,rolling_ou,0.8598402226111934,-0.1605164363240578,3161,1061
inf,0,80,oracle_pde,0.9089443920829404,0.5893194312782504,3161,1061
inf,0,80,latent_flex,0.908154032583816,0.5729438087898311,3161,1061
inf,0,80,rolling_flex,0.8493958978501862,0.3019872937352609,3161,1061
inf,0,80,rolling_ou,0.8556272160136438,-0.0676188264632424,3161,1061
inf,1,1,oracle_pde,0.8609962964965397,0.4689269838688776,3536,1360
inf,1,1,latent_flex,0.8602594817798443,0.4695814507638975,3536,1360
inf,1,1,rolling_flex,0.8602594817798443,0.4695814507638975,3536,1360
inf,1,1,rolling_ou,0.8609962964965397,0.1446610551438429,3536,1360
inf,1,5,oracle_pde,0.8609962964965397,0.4690923279503978,3536,1360
inf,1,5,latent_flex,0.8599295117863323,0.4697059760827318,3536,1360
inf,1,5,rolling_flex,0.8487934891327855,0.4478263701612466,3536,1360
inf,1,5,rolling_ou,0.8488923280709342,-0.3284968639912908,3536,1360
inf,1,10,oracle_pde,0.8609962964965397,0.469299465910664,3536,1360
inf,1,10,latent_flex,0.8599982766544119,0.4700555750509262,3536,1360
inf,1,10,rolling_flex,0.8325381163494809,0.4174315845891077,3536,1360
inf,1,10,rolling_ou,0.8350264922145328,-0.3526197985931436,3536,1360
inf,1,20,oracle_pde,0.8609962964965397,0.4697152702092063,3536,1360
inf,1,20,latent_flex,0.8597857306985295,0.4703758930374957,3536,1360
inf,1,20,rolling_flex,0.8104718587802769,0.369749402117429,3536,1360
inf,1,20,rolling_ou,0.8095125297361592,-0.3131638341947016,3536,1360
inf,1,40,oracle_pde,0.8609962964965397,0.470553008332623,3536,1360
inf,1,40,latent_flex,0.8605267693014707,0.4712404384799025,3536,1360
inf,1,40,rolling_flex,0.7596990565527681,0.2710065453670873,3536,1360
inf,1,40,rolling_ou,0.7625689338235295,-0.2828088077963202,3536,1360
inf,1,80,oracle_pde,0.8609962964965397,0.4722531296253111,3536,1360
inf,1,80,latent_flex,0.8603988700259515,0.4731294374030226,3536,1360
inf,1,80,rolling_flex,0.7176609131704152,0.1746854084428021,3536,1360
inf,1,80,rolling_ou,0.7147673821366781,-0.296214520530955,3536,1360
inf,2,1,oracle_pde,0.8335802276090895,0.4682822877862341,3484,1398
inf,2,1,latent_flex,0.8323066646366469,0.4653221343150413,3484,1398
inf,2,1,rolling_flex,0.8323066646366469,0.4653221343150413,3484,1398
inf,2,1,rolling_ou,0.8335802276090895,0.1049098091023978,3484,1398
inf,2,5,oracle_pde,0.8335802276090895,0.468507491410089,3484,1398
inf,2,5,latent_flex,0.8321477264466289,0.4651232929996901,3484,1398
inf,2,5,rolling_flex,0.8186119192326525,0.4375393766488535,3484,1398
inf,2,5,rolling_ou,0.8211120666834005,-0.2541755761784967,3484,1398
inf,2,10,oracle_pde,0.8335802276090895,0.4687894726639102,3484,1398
inf,2,10,latent_flex,0.8316414217269704,0.4656517975206456,3484,1398
inf,2,10,rolling_flex,0.806458719962911,0.4042873808263837,3484,1398
inf,2,10,rolling_ou,0.8087454067377449,-0.2818837636949216,3484,1398
inf,2,20,oracle_pde,0.8335802276090895,0.4693550250066179,3484,1398
inf,2,20,latent_flex,0.8318601974879879,0.4658858075596758,3484,1398
inf,2,20,rolling_flex,0.7877688232881653,0.3571831758265524,3484,1398
inf,2,20,rolling_ou,0.7885400249911872,-0.279421744443121,3484,1398
inf,2,40,oracle_pde,0.8335802276090895,0.4704924944492371,3484,1398
inf,2,40,latent_flex,0.8316028444963836,0.4672722918897118,3484,1398
inf,2,40,rolling_flex,0.762315738001281,0.3035009528369766,3484,1398
inf,2,40,rolling_ou,0.7644962945284113,-0.3213055693739277,3484,1398
inf,2,80,oracle_pde,0.8335802276090895,0.4727929334142099,3484,1398
inf,2,80,latent_flex,0.8325341845699309,0.4685275939495775,3484,1398
inf,2,80,rolling_flex,0.7017950928391058,0.1957180077831545,3484,1398
inf,2,80,rolling_ou,0.708646580445699,-0.2708462858216285,3484,1398
inf,3,1,oracle_pde,0.8438079008133708,0.6088286200302035,4195,1162
inf,3,1,latent_flex,0.8442484080734411,0.5858441271207674,4195,1162
inf,3,1,rolling_flex,0.8442484080734411,0.5858441271207674,4195,1162
inf,3,1,rolling_ou,0.8438079008133708,0.44883914528217705,4195,1162
inf,3,5,oracle_pde,0.8438079008133708,0.6090955704809732,4195,1162
inf,3,5,latent_flex,0.8446741608230293,0.5863439545229668,4195,1162
inf,3,5,rolling_flex,0.8313863054308516,0.5674450944898162,4195,1162
inf,3,5,rolling_ou,0.8331520230987537,0.2498912939534561,4195,1162
inf,3,10,oracle_pde,0.8438079008133708,0.6094294144595371,4195,1162
inf,3,10,latent_flex,0.844245570667579,0.5861513347441719,4195,1162
inf,3,10,rolling_flex,0.8151370495405389,0.5435936645499285,4195,1162
inf,3,10,rolling_ou,0.8190092573203653,0.23308036809334498,4195,1162
inf,3,20,oracle_pde,0.8438079008133708,0.6100976206021935,4195,1162
inf,3,20,latent_flex,0.8446084748773247,0.587021899390402,4195,1162
inf,3,20,rolling_flex,0.7849576914411922,0.5088303081586693,4195,1162
inf,3,20,rolling_ou,0.7951305008078096,0.24147121436813146,4195,1162
inf,3,40,oracle_pde,0.8438079008133708,0.611128913860872,4195,1162
inf,3,40,latent_flex,0.8442357816173552,0.5879018473666604,4195,1162
inf,3,40,rolling_flex,0.7535735708128544,0.448508768363446,4195,1162
inf,3,40,rolling_ou,0.7540400403365617,0.22808605249782277,4195,1162
inf,3,80,oracle_pde,0.8438079008133708,0.6097029029389758,4195,1162
inf,3,80,latent_flex,0.8441117869811874,0.5887267175737487,4195,1162
inf,3,80,rolling_flex,0.707407416865427,0.36401989745224184,4195,1162
inf,3,80,rolling_ou,0.7139418206952439,0.22606061975844627,4195,1162
inf,4,1,oracle_pde,0.8767954058976937,0.6416958892335911,3749,970
inf,4,1,latent_flex,0.8757017839985458,0.6338853920436878,3749,970
inf,4,1,rolling_flex,0.8757017839985458,0.6338853920436878,3749,970
inf,4,1,rolling_ou,0.8767954058976937,0.44882188649832455,3749,970
inf,4,5,oracle_pde,0.8767954058976937,0.6419240922545346,3749,970
inf,4,5,latent_flex,0.8750741014159955,0.6346798484922727,3749,970
inf,4,5,rolling_flex,0.867450466124802,0.6188455566946984,3749,970
inf,4,5,rolling_ou,0.8696868635532324,0.25101657945164824,3749,970
inf,4,10,oracle_pde,0.8767954058976937,0.6422095104734891,3749,970
inf,4,10,latent_flex,0.8759900283050714,0.635308149699474,3749,970
inf,4,10,rolling_flex,0.8621808260035687,0.5968136877867395,3749,970
inf,4,10,rolling_ou,0.8623071415587451,0.23030184476723092,3749,970
inf,4,20,oracle_pde,0.8767954058976937,0.6427808939482448,3749,970
inf,4,20,latent_flex,0.8756329689163572,0.6353926975852484,3749,970
inf,4,20,rolling_flex,0.8472928406346569,0.5652854448024061,3749,970
inf,4,20,rolling_ou,0.8506019001124042,0.23989521619476994,3749,970
inf,4,40,oracle_pde,0.8767954058976937,0.6439258408371812,3749,970
inf,4,40,latent_flex,0.8739765843235162,0.6365386512793817,3749,970
inf,4,40,rolling_flex,0.8272502160904872,0.5186006528236947,3749,970
inf,4,40,rolling_ou,0.8300033758342206,0.27942761617329526,3749,970
inf,4,80,oracle_pde,0.8767954058976937,0.6462243877782594,3749,970
inf,4,80,latent_flex,0.8751362390239017,0.6383855981076717,3749,970
inf,4,80,rolling_flex,0.7925781728204538,0.4546050916948763,3749,970
inf,4,80,rolling_ou,0.7941950490237903,0.27203080572701877,3749,970
inf,5,1,oracle_pde,0.8841480463242015,0.6020019666810308,3509,1103
inf,5,1,latent_flex,0.8834168356684595,0.5971004679106144,3509,1103
inf,5,1,rolling_flex,0.8834168356684595,0.5971004679106144,3509,1103
inf,5,1,rolling_ou,0.8841480463242015,0.3879406902312871,3509,1103
inf,5,5,oracle_pde,0.8841480463242015,0.6022196106347508,3509,1103
inf,5,5,latent_flex,0.8840841760814042,0.5971348717965722,3509,1103
inf,5,5,rolling_flex,0.8730374501943989,0.5727975173902073,3509,1103
inf,5,5,rolling_ou,0.8735957024935395,0.03721967080716582,3509,1103
inf,5,10,oracle_pde,0.8841480463242015,0.6024919292134652,3509,1103
inf,5,10,latent_flex,0.8832037464513391,0.5975147608616106,3509,1103
inf,5,10,rolling_flex,0.8623298583399464,0.5505952739781484,3509,1103
inf,5,10,rolling_ou,0.86010118252269,0.02533530797077188,3509,1103
inf,5,20,oracle_pde,0.8841480463242015,0.6030374445130805,3509,1103
inf,5,20,latent_flex,0.8841815829118651,0.597843864418778,3509,1103
inf,5,20,rolling_flex,0.8403385235912938,0.5047096131652422,3509,1103
inf,5,20,rolling_ou,0.840488684604596,0.0356146415921097,3509,1103
inf,5,40,oracle_pde,0.8841480463242015,0.6041319828271924,3509,1103
inf,5,40,latent_flex,0.8834656332875879,0.5987623128080131,3509,1103
inf,5,40,rolling_flex,0.824097206364566,0.44146683024918476,3509,1103
inf,5,40,rolling_ou,0.8216111654981617,0.057661545646831014,3509,1103
inf,5,80,oracle_pde,0.8841480463242015,0.6063350500733868,3509,1103
inf,5,80,latent_flex,0.8841497419943645,0.6006421494078019,3509,1103
inf,5,80,rolling_flex,0.7316006598794642,0.30610200637042406,3509,1103
inf,5,80,rolling_ou,0.7749845694015189,0.04298333371262397,3509,1103
